study,sample,genotype,name,platform_model,stage,stage PO,stage PO name,tissue,tissue PO,tissue PO name,treatment,treatment PECO,treatment PECO name
SRP173230,SRR8309987,Wuhan x Nuybai,SRR8309987,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309986,Wuhan x Nuybai,SRR8309986,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309985,Wuhan x Nuybai,SRR8309985,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309984,Wuhan x Nuybai,SRR8309984,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309983,Wuhan x Nuybai,SRR8309983,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309982,Wuhan x Nuybai,SRR8309982,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309981,Wuhan x Nuybai,SRR8309981,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309980,Wuhan x Nuybai,SRR8309980,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309979,Wuhan x Nuybai,SRR8309979,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309978,Wuhan x Nuybai,SRR8309978,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309977,Wuhan x Nuybai,SRR8309977,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309976,Wuhan x Nuybai,SRR8309976,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309975,Wuhan x Nuybai,SRR8309975,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309974,Wuhan x Nuybai,SRR8309974,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309973,Wuhan x Nuybai,SRR8309973,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309972,Wuhan x Nuybai,SRR8309972,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309971,Wuhan x Nuybai,SRR8309971,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309970,Wuhan x Nuybai,SRR8309970,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309969,Wuhan x Nuybai,SRR8309969,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309968,Wuhan x Nuybai,SRR8309968,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309967,Wuhan x Nuybai,SRR8309967,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309966,Wuhan x Nuybai,SRR8309966,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309965,Wuhan x Nuybai,SRR8309965,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309964,Wuhan x Nuybai,SRR8309964,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309963,Wuhan x Nuybai,SRR8309963,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309962,Wuhan x Nuybai,SRR8309962,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309961,Wuhan x Nuybai,SRR8309961,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309960,Wuhan x Nuybai,SRR8309960,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309959,Wuhan x Nuybai,SRR8309959,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309958,Wuhan x Nuybai,SRR8309958,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309957,Wuhan x Nuybai,SRR8309957,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309956,Wuhan x Nuybai,SRR8309956,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309955,Wuhan x Nuybai,SRR8309955,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309954,Wuhan x Nuybai,SRR8309954,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309953,Wuhan x Nuybai,SRR8309953,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309952,Wuhan x Nuybai,SRR8309952,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309951,Wuhan x Nuybai,SRR8309951,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309950,Wuhan x Nuybai,SRR8309950,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309949,Wuhan x Nuybai,SRR8309949,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309948,Wuhan x Nuybai,SRR8309948,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309947,Wuhan x Nuybai,SRR8309947,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309946,Wuhan x Nuybai,SRR8309946,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309945,Wuhan x Nuybai,SRR8309945,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309944,Wuhan x Nuybai,SRR8309944,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309943,Wuhan x Nuybai,SRR8309943,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309942,Wuhan x Nuybai,SRR8309942,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309941,Wuhan x Nuybai,SRR8309941,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309940,Wuhan x Nuybai,SRR8309940,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309939,Wuhan x Nuybai,SRR8309939,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309938,Wuhan x Nuybai,SRR8309938,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309937,Wuhan x Nuybai,SRR8309937,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309936,Wuhan x Nuybai,SRR8309936,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309935,Wuhan x Nuybai,SRR8309935,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309934,Wuhan x Nuybai,SRR8309934,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309933,Wuhan x Nuybai,SRR8309933,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309932,Wuhan x Nuybai,SRR8309932,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309931,Wuhan x Nuybai,SRR8309931,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309930,Wuhan x Nuybai,SRR8309930,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309929,Wuhan x Nuybai,SRR8309929,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309928,Wuhan x Nuybai,SRR8309928,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309927,Wuhan x Nuybai,SRR8309927,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309926,Wuhan x Nuybai,SRR8309926,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309925,Wuhan x Nuybai,SRR8309925,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309924,Wuhan x Nuybai,SRR8309924,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309923,Wuhan x Nuybai,SRR8309923,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309922,Wuhan x Nuybai,SRR8309922,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309921,Wuhan x Nuybai,SRR8309921,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309920,Wuhan x Nuybai,SRR8309920,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309919,Wuhan x Nuybai,SRR8309919,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309918,Wuhan x Nuybai,SRR8309918,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309917,Wuhan x Nuybai,SRR8309917,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309916,Wuhan x Nuybai,SRR8309916,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309915,Wuhan x Nuybai,SRR8309915,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309914,Wuhan x Nuybai,SRR8309914,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309913,Wuhan x Nuybai,SRR8309913,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309912,Wuhan x Nuybai,SRR8309912,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309911,Wuhan x Nuybai,SRR8309911,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309910,Wuhan x Nuybai,SRR8309910,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309909,Wuhan x Nuybai,SRR8309909,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309908,Wuhan x Nuybai,SRR8309908,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309907,Wuhan x Nuybai,SRR8309907,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309906,Wuhan x Nuybai,SRR8309906,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309905,Wuhan x Nuybai,SRR8309905,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309904,Wuhan x Nuybai,SRR8309904,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309903,Wuhan x Nuybai,SRR8309903,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309902,Wuhan x Nuybai,SRR8309902,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309901,Wuhan x Nuybai,SRR8309901,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309900,Wuhan x Nuybai,SRR8309900,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309899,Wuhan x Nuybai,SRR8309899,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309898,Wuhan x Nuybai,SRR8309898,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309897,Wuhan x Nuybai,SRR8309897,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309896,Wuhan x Nuybai,SRR8309896,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
ERP116792,ERR3476106,Cadenza,Sample 9_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476105,Cadenza,Sample 9_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476104,Cadenza,Sample 6_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476103,Cadenza,Sample 6_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476102,Cadenza,Sample 3_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476101,Cadenza,Sample 3_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476094,Cadenza,Sample 7_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476093,Cadenza,Sample 7_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476092,Cadenza,Sample 4_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476091,Cadenza,Sample 4_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476084,Cadenza,Sample 1_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476083,Cadenza,Sample 1_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476082,Cadenza,Sample 8_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476081,Cadenza,Sample 8_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476080,Cadenza,Sample 5_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476079,Cadenza,Sample 5_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476078,Cadenza,Sample 2_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476077,Cadenza,Sample 2_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,endosperm,PO:0009089,endosperm,NA,NA,NA
ERP116792,ERR3476100,Cadenza,Sample 18_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,pericarp,PO_0009084,pericarp,NA,NA,NA
ERP116792,ERR3476099,Cadenza,Sample 18_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,pericarp,PO_0009084,pericarp,NA,NA,NA
ERP116792,ERR3476098,Cadenza,Sample 15_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,pericarp,PO_0009084,pericarp,NA,NA,NA
ERP116792,ERR3476097,Cadenza,Sample 15_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,pericarp,PO_0009084,pericarp,NA,NA,NA
ERP116792,ERR3476096,Cadenza,Sample 12_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,pericarp,PO_0009084,pericarp,NA,NA,NA
ERP116792,ERR3476095,Cadenza,Sample 12_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,pericarp,PO_0009084,pericarp,NA,NA,NA
ERP116792,ERR3476090,Cadenza,Sample 16_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,pericarp,PO_0009084,pericarp,NA,NA,NA
ERP116792,ERR3476089,Cadenza,Sample 16_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,pericarp,PO_0009084,pericarp,NA,NA,NA
ERP116792,ERR3476088,Cadenza,Sample 13_p,Illumina HiSeq 4000,whole plant fruit ripening stage,PO_0007010,whole plant fruit ripening stage,pericarp,PO_0009084,pericarp,NA,NA,NA
